Gene stable ID	Gene stable ID version	NCBI gene ID	HGNC symbol
ENSG00000185340	ENSG00000185340.15	10634	GAS2L1
ENSG00000257800	ENSG00000257800.1		FNBP1P1
ENSG00000238066	ENSG00000238066.1		
ENSG00000217702	ENSG00000217702.2	107985899	
ENSG00000255159	ENSG00000255159.1		
ENSG00000229250	ENSG00000229250.1		USP9YP31
ENSG00000204859	ENSG00000204859.12	3104	ZBTB48
ENSG00000224314	ENSG00000224314.1		
ENSG00000279587	ENSG00000279587.1		
ENSG00000169059	ENSG00000169059.12	51481	VCX3A
ENSG00000166444	ENSG00000166444.18	6764	ST5
ENSG00000153446	ENSG00000153446.15	146556	C16orf89
ENSG00000220666	ENSG00000220666.2		RCC2P7
ENSG00000178597	ENSG00000178597.6	768239	PSAPL1
ENSG00000236675	ENSG00000236675.1		MTX1P1
ENSG00000265008	ENSG00000265008.1	107985133	
ENSG00000263904	ENSG00000263904.1		
ENSG00000141434	ENSG00000141434.11	4225	MEP1B
ENSG00000184985	ENSG00000184985.16	57537	SORCS2
ENSG00000234779	ENSG00000234779.1		BNC2-AS1
ENSG00000132199	ENSG00000132199.18	55556	ENOSF1
ENSG00000256628	ENSG00000256628.3	100009676	ZBTB11-AS1
ENSG00000066422	ENSG00000066422.4	27107	ZBTB11
ENSG00000197885	ENSG00000197885.10	28512	NKIRAS1
ENSG00000258350	ENSG00000258350.1		SYF2P1
ENSG00000278355	ENSG00000278355.4	353514	LILRA5
ENSG00000274319	ENSG00000274319.1		RPSAP73
ENSG00000213130	ENSG00000213130.3		EEF1DP5
ENSG00000254948	ENSG00000254948.1		OR7E158P
ENSG00000206014	ENSG00000206014.7		OR7E161P
ENSG00000237170	ENSG00000237170.3		RPS7P15
ENSG00000214843	ENSG00000214843.3		ZFYVE9P2
ENSG00000231217	ENSG00000231217.1		
ENSG00000168818	ENSG00000168818.9	53407	STX18
ENSG00000236348	ENSG00000236348.1		PSMC1P10
ENSG00000232205	ENSG00000232205.1		CDY18P
ENSG00000267247	ENSG00000267247.1		
ENSG00000259883	ENSG00000259883.1		EHD4-AS1
ENSG00000162598	ENSG00000162598.13	127795	C1orf87
ENSG00000237490	ENSG00000237490.3		RPS27AP17
ENSG00000174171	ENSG00000174171.5		
ENSG00000267663	ENSG00000267663.1		PPIAP56
ENSG00000269898	ENSG00000269898.1		
ENSG00000213358	ENSG00000213358.3		
ENSG00000154102	ENSG00000154102.10	404550	C16orf74
ENSG00000205884	ENSG00000205884.2	613210	DEFB136
ENSG00000205884	ENSG00000205884.2	107987560	DEFB136
ENSG00000214842	ENSG00000214842.5	729475	RAD51AP2
ENSG00000213578	ENSG00000213578.5	594855	CPLX3
ENSG00000113569	ENSG00000113569.15	9631	NUP155
ENSG00000279699	ENSG00000279699.1		
ENSG00000263627	ENSG00000263627.1	101927323	PPP4R1-AS1
ENSG00000233578	ENSG00000233578.1		EIF4EP1
ENSG00000223990	ENSG00000223990.1		HLA-DPA2
ENSG00000125772	ENSG00000125772.12	56261	GPCPD1
ENSG00000065615	ENSG00000065615.13	51167	CYB5R4
ENSG00000205883	ENSG00000205883.2	613209	DEFB135
ENSG00000205883	ENSG00000205883.2	107987561	DEFB135
ENSG00000261606	ENSG00000261606.5		
ENSG00000230816	ENSG00000230816.1		COL11A2P1
ENSG00000172361	ENSG00000172361.5	220136	CFAP53
ENSG00000230685	ENSG00000230685.6	1192	CLIC1
ENSG00000118898	ENSG00000118898.15	5493	PPL
ENSG00000235981	ENSG00000235981.2		
ENSG00000225132	ENSG00000225132.9	3116	HLA-DPB2
ENSG00000101695	ENSG00000101695.8	54941	RNF125
ENSG00000264644	ENSG00000264644.1		KRT18P8
ENSG00000125356	ENSG00000125356.6	4694	NDUFA1
ENSG00000275393	ENSG00000275393.1		
ENSG00000187416	ENSG00000187416.11	375612	LHFPL3
ENSG00000277310	ENSG00000277310.1		
ENSG00000259814	ENSG00000259814.1		
ENSG00000276798	ENSG00000276798.4	23547	LILRA4
ENSG00000197258	ENSG00000197258.5		EIF4BP6
ENSG00000225329	ENSG00000225329.3	723809	LHFPL3-AS2
ENSG00000125352	ENSG00000125352.5	7737	RNF113A
ENSG00000259656	ENSG00000259656.1		
ENSG00000237606	ENSG00000237606.2		
ENSG00000243979	ENSG00000243979.2		
ENSG00000226869	ENSG00000226869.6	645591	LHFPL3-AS1
ENSG00000134758	ENSG00000134758.13	51444	RNF138
ENSG00000164938	ENSG00000164938.13	94241	TP53INP1
ENSG00000276073	ENSG00000276073.1		
ENSG00000225657	ENSG00000225657.2	105372682	LINC01716
ENSG00000228386	ENSG00000228386.2		
ENSG00000163703	ENSG00000163703.17	78987	CRELD1
ENSG00000278545	ENSG00000278545.4	220972	MARCH8
ENSG00000234970	ENSG00000234970.1		MCCD1P2
ENSG00000235952	ENSG00000235952.1		HCG4P5
ENSG00000232516	ENSG00000232516.1		ETF1P1
ENSG00000187762	ENSG00000187762.5		HSPE1P11
ENSG00000064999	ENSG00000064999.13	23294	ANKS1A
ENSG00000130066	ENSG00000130066.16	6303	SAT1
ENSG00000243336	ENSG00000243336.5		HLA-J
ENSG00000227936	ENSG00000227936.1		HLA-DPA3
ENSG00000114631	ENSG00000114631.10	50512	PODXL2
ENSG00000130021	ENSG00000130021.13	8226	PUDP
ENSG00000237196	ENSG00000237196.1		HCG24
ENSG00000225770	ENSG00000225770.1		RPS29P3
ENSG00000144130	ENSG00000144130.11	284958	NT5DC4
ENSG00000250131	ENSG00000250131.1		
ENSG00000251416	ENSG00000251416.1		
ENSG00000084453	ENSG00000084453.16	6579	SLCO1A2
ENSG00000280206	ENSG00000280206.1		
ENSG00000251504	ENSG00000251504.1	101928656	LINC01099
ENSG00000174748	ENSG00000174748.18	6138	RPL15
ENSG00000263065	ENSG00000263065.1		
ENSG00000263335	ENSG00000263335.1		
ENSG00000186517	ENSG00000186517.13	257106	ARHGAP30
ENSG00000231171	ENSG00000231171.3	285501	LINC01098
ENSG00000228919	ENSG00000228919.5		
ENSG00000261154	ENSG00000261154.1	105371350	LINC02131
ENSG00000250890	ENSG00000250890.1		
ENSG00000175305	ENSG00000175305.17	9134	CCNE2
ENSG00000229842	ENSG00000229842.2		MTATP6P13
ENSG00000272620	ENSG00000272620.1	84740	AFAP1-AS1
ENSG00000236689	ENSG00000236689.1		MTCO2P21
ENSG00000276512	ENSG00000276512.4	79166	
ENSG00000206504	ENSG00000206504.2	10255	HCG9
ENSG00000196526	ENSG00000196526.10	60312	AFAP1
ENSG00000226960	ENSG00000226960.1		MTCO1P21
ENSG00000233129	ENSG00000233129.1		
ENSG00000149792	ENSG00000149792.8	740	MRPL49
ENSG00000169607	ENSG00000169607.12	150468	CKAP2L
ENSG00000270116	ENSG00000270116.1		
ENSG00000228677	ENSG00000228677.1	100874006	TTC3-AS1
ENSG00000180900	ENSG00000180900.18	23513	SCRIB
ENSG00000228550	ENSG00000228550.1		
ENSG00000129757	ENSG00000129757.12	1028	CDKN1C
ENSG00000263393	ENSG00000263393.1		
ENSG00000182670	ENSG00000182670.13	7267	TTC3
ENSG00000250899	ENSG00000250899.3		
ENSG00000234589	ENSG00000234589.4		
ENSG00000276357	ENSG00000276357.4	3812	KIR3DL2
ENSG00000231073	ENSG00000231073.1		
ENSG00000136238	ENSG00000136238.17	5879	RAC1
ENSG00000237581	ENSG00000237581.1		
ENSG00000143379	ENSG00000143379.12	9869	SETDB1
ENSG00000151348	ENSG00000151348.13	2132	EXT2
ENSG00000144481	ENSG00000144481.16	79054	TRPM8
ENSG00000256197	ENSG00000256197.1		TSPAN9-IT1
ENSG00000275850	ENSG00000275850.1		
ENSG00000273870	ENSG00000273870.1		
ENSG00000227081	ENSG00000227081.5		
ENSG00000259521	ENSG00000259521.1		INO80-AS1
ENSG00000011105	ENSG00000011105.12	10867	TSPAN9
ENSG00000259547	ENSG00000259547.1		CYCSP2
ENSG00000088305	ENSG00000088305.18	1789	DNMT3B
ENSG00000280036	ENSG00000280036.1		
ENSG00000259617	ENSG00000259617.1		
ENSG00000248221	ENSG00000248221.1	104472519	STX18-IT1
ENSG00000257847	ENSG00000257847.1		LSM3P2
ENSG00000168824	ENSG00000168824.14	27065	NSG1
ENSG00000128908	ENSG00000128908.15	54617	INO80
ENSG00000057704	ENSG00000057704.12	57458	TMCC3
ENSG00000162298	ENSG00000162298.18	84447	SYVN1
ENSG00000279605	ENSG00000279605.1		
ENSG00000118894	ENSG00000118894.14	196483	EEF2KMT
ENSG00000255050	ENSG00000255050.1		
ENSG00000223557	ENSG00000223557.1		
ENSG00000179886	ENSG00000179886.5	84948	TIGD5
ENSG00000132821	ENSG00000132821.11	128434	VSTM2L
ENSG00000123737	ENSG00000123737.12	5393	EXOSC9
ENSG00000216306	ENSG00000216306.3	160313	KRT19P2
ENSG00000005469	ENSG00000005469.11	54677	CROT
ENSG00000226634	ENSG00000226634.6	23564	DDAH2
ENSG00000147813	ENSG00000147813.15	93100	NAPRT
ENSG00000127554	ENSG00000127554.12	2671	GFER
ENSG00000234078	ENSG00000234078.10	780	DDR1
ENSG00000232627	ENSG00000232627.1		
ENSG00000156928	ENSG00000156928.4	115416	MALSU1
ENSG00000254827	ENSG00000254827.5	5003	SLC22A18AS
ENSG00000127561	ENSG00000127561.14	9143	SYNGR3
ENSG00000004948	ENSG00000004948.13	799	CALCR
ENSG00000182093	ENSG00000182093.14	7485	WRB
ENSG00000205882	ENSG00000205882.8	613211	DEFB134
ENSG00000205882	ENSG00000205882.8	105379765	DEFB134
ENSG00000136231	ENSG00000136231.13	10643	IGF2BP3
ENSG00000110628	ENSG00000110628.13	5002	SLC22A18
ENSG00000075643	ENSG00000075643.5	55034	MOCOS
ENSG00000223698	ENSG00000223698.3		GOLGA6L11P
ENSG00000121351	ENSG00000121351.7	3375	IAPP
ENSG00000247708	ENSG00000247708.7	100507266	STX18-AS1
ENSG00000254248	ENSG00000254248.1		
ENSG00000253878	ENSG00000253878.5		
ENSG00000189339	ENSG00000189339.11	728661	SLC35E2B
ENSG00000196408	ENSG00000196408.11	124056	NOXO1
ENSG00000227472	ENSG00000227472.8	10107	TRIM10
ENSG00000009724	ENSG00000009724.16	10747	MASP2
ENSG00000278856	ENSG00000278856.5	3811	KIR3DL1
ENSG00000269894	ENSG00000269894.1		
ENSG00000163704	ENSG00000163704.11	285368	PRRT3
ENSG00000145495	ENSG00000145495.15	10299	MARCH6
ENSG00000274849	ENSG00000274849.1		
ENSG00000163170	ENSG00000163170.11	388962	BOLA3
ENSG00000187735	ENSG00000187735.13	6917	TCEA1
ENSG00000103184	ENSG00000103184.11	9717	SEC14L5
ENSG00000189350	ENSG00000189350.12	165186	TOGARAM2
ENSG00000230082	ENSG00000230082.1	100874032	PRRT3-AS1
ENSG00000231066	ENSG00000231066.3		NPM1P9
ENSG00000258585	ENSG00000258585.2		ZNF519P3
ENSG00000120948	ENSG00000120948.16	23435	TARDBP
ENSG00000261239	ENSG00000261239.6		ANKRD26P1
ENSG00000272004	ENSG00000272004.1		
ENSG00000176194	ENSG00000176194.17	1149	CIDEA
ENSG00000269737	ENSG00000269737.2		
ENSG00000255174	ENSG00000255174.1		
ENSG00000260882	ENSG00000260882.1		
ENSG00000161956	ENSG00000161956.12	26168	SENP3
ENSG00000103174	ENSG00000103174.11	51172	NAGPA
ENSG00000242854	ENSG00000242854.1		DNM1P24
ENSG00000225439	ENSG00000225439.2	100507171	BOLA3-AS1
ENSG00000230977	ENSG00000230977.1		
ENSG00000244231	ENSG00000244231.1		CSPG4P2Y
ENSG00000172342	ENSG00000172342.5		CSPG4P3Y
ENSG00000179270	ENSG00000179270.6	388939	C2orf71
ENSG00000254507	ENSG00000254507.2		DEFB131E
ENSG00000130988	ENSG00000130988.12	9104	RGN
ENSG00000135119	ENSG00000135119.14	84900	RNFT2
ENSG00000003096	ENSG00000003096.14	90293	KLHL13
ENSG00000115761	ENSG00000115761.15	79954	NOL10
ENSG00000278862	ENSG00000278862.1		
ENSG00000261102	ENSG00000261102.2		ATP5J2P6
ENSG00000261351	ENSG00000261351.2		
ENSG00000181544	ENSG00000181544.13	2187	FANCB
ENSG00000169032	ENSG00000169032.9	5604	MAP2K1
ENSG00000259357	ENSG00000259357.2		
ENSG00000143418	ENSG00000143418.19	29956	CERS2
ENSG00000258167	ENSG00000258167.1		
ENSG00000205592	ENSG00000205592.13		MUC19
ENSG00000198832	ENSG00000198832.10	140606	SELENOM
ENSG00000149806	ENSG00000149806.10	2197	FAU
ENSG00000144381	ENSG00000144381.16	3329	HSPD1
ENSG00000226801	ENSG00000226801.2		OSTCP8
ENSG00000137073	ENSG00000137073.21	55833	UBAP2
ENSG00000261790	ENSG00000261790.1		
ENSG00000259463	ENSG00000259463.1		
ENSG00000264772	ENSG00000264772.6		
ENSG00000183751	ENSG00000183751.14	10607	TBL3
ENSG00000163032	ENSG00000163032.11	7447	VSNL1
ENSG00000129245	ENSG00000129245.11	9513	FXR2
ENSG00000144644	ENSG00000144644.14	339896	GADL1
ENSG00000275467	ENSG00000275467.1		
ENSG00000239374	ENSG00000239374.1		
ENSG00000101407	ENSG00000101407.12	9675	TTI1
ENSG00000242353	ENSG00000242353.1		RPL12P30
ENSG00000243404	ENSG00000243404.2		RPL35AP32
ENSG00000174446	ENSG00000174446.12	10302	SNAPC5
ENSG00000171564	ENSG00000171564.11	2244	FGB
ENSG00000142444	ENSG00000142444.6		TIMM29
ENSG00000235573	ENSG00000235573.2		
ENSG00000116691	ENSG00000116691.10	60672	MIIP
ENSG00000275225	ENSG00000275225.1		
ENSG00000275456	ENSG00000275456.1	3805	KIR2DL4
ENSG00000073150	ENSG00000073150.13	56666	PANX2
ENSG00000220110	ENSG00000220110.1		
ENSG00000253667	ENSG00000253667.2		
ENSG00000269471	ENSG00000269471.1		
ENSG00000144647	ENSG00000144647.5	84892	POMGNT2
ENSG00000258997	ENSG00000258997.1		NF1P2
ENSG00000145386	ENSG00000145386.9	890	CCNA2
ENSG00000197746	ENSG00000197746.13	5660	PSAP
ENSG00000269107	ENSG00000269107.1		
ENSG00000227245	ENSG00000227245.1		
ENSG00000274403	ENSG00000274403.1		
ENSG00000283201	ENSG00000283201.1		
ENSG00000283524	ENSG00000283524.1		
ENSG00000140326	ENSG00000140326.12	146059	CDAN1
ENSG00000196081	ENSG00000196081.9	440519	ZNF724
ENSG00000085185	ENSG00000085185.15	63035	BCORL1
ENSG00000268469	ENSG00000268469.1		BNIP3P38
ENSG00000177047	ENSG00000177047.6	3467	IFNW1
ENSG00000280086	ENSG00000280086.1		
ENSG00000284428	ENSG00000284428.1		
ENSG00000267341	ENSG00000267341.1		
ENSG00000141655	ENSG00000141655.16	8792	TNFRSF11A
ENSG00000131100	ENSG00000131100.12	529	ATP6V1E1
ENSG00000137080	ENSG00000137080.4	3452	IFNA21
ENSG00000259607	ENSG00000259607.1		
ENSG00000259300	ENSG00000259300.2		TUBBP8
ENSG00000254129	ENSG00000254129.1		
ENSG00000184752	ENSG00000184752.12	55967	NDUFA12
ENSG00000129194	ENSG00000129194.7	6665	SOX15
ENSG00000230614	ENSG00000230614.3		DYNLL1P7
ENSG00000197892	ENSG00000197892.12	23303	KIF13B
ENSG00000251633	ENSG00000251633.3		GYG1P1
ENSG00000225128	ENSG00000225128.1	105375380	LINC00972
ENSG00000269837	ENSG00000269837.1		IPO5P1
ENSG00000226395	ENSG00000226395.1		MRPS21P5
ENSG00000233472	ENSG00000233472.1		
ENSG00000171522	ENSG00000171522.5	5734	PTGER4
ENSG00000188153	ENSG00000188153.12	1287	COL4A5
ENSG00000231362	ENSG00000231362.1		
ENSG00000144711	ENSG00000144711.13	9922	IQSEC1
ENSG00000141504	ENSG00000141504.11	112483	SAT2
ENSG00000178999	ENSG00000178999.12	9212	AURKB
ENSG00000220748	ENSG00000220748.2		
ENSG00000219582	ENSG00000219582.3		HNRNPA1P58
ENSG00000113638	ENSG00000113638.13	23548	TTC33
ENSG00000100416	ENSG00000100416.12	55687	TRMU
ENSG00000166823	ENSG00000166823.5	55897	MESP1
ENSG00000278248	ENSG00000278248.1	3802	KIR2DL1
ENSG00000270159	ENSG00000270159.1	101928557	
ENSG00000114978	ENSG00000114978.17	55233	MOB1A
ENSG00000131143	ENSG00000131143.8	1327	COX4I1
ENSG00000270757	ENSG00000270757.1	100529241	HSPE1-MOB4
ENSG00000152954	ENSG00000152954.11	140767	NRSN1
ENSG00000233614	ENSG00000233614.6	727856	DDX11L10
ENSG00000233614	ENSG00000233614.6	100287029	DDX11L10
ENSG00000232430	ENSG00000232430.1		RPL31P15
ENSG00000077232	ENSG00000077232.17	54431	DNAJC10
ENSG00000232281	ENSG00000232281.2		IFNWP15
ENSG00000236637	ENSG00000236637.4	3441	IFNA4
ENSG00000231699	ENSG00000231699.1		
ENSG00000279201	ENSG00000279201.1		
ENSG00000115541	ENSG00000115541.10	3336	HSPE1
ENSG00000226597	ENSG00000226597.1		IFNWP9
ENSG00000279070	ENSG00000279070.2		
ENSG00000104976	ENSG00000104976.11	6618	SNAPC2
ENSG00000157240	ENSG00000157240.3	8321	FZD1
ENSG00000259441	ENSG00000259441.2		MRPL15P1
ENSG00000159086	ENSG00000159086.14	94104	PAXBP1
ENSG00000138398	ENSG00000138398.15	9360	PPIG
ENSG00000188095	ENSG00000188095.4	145873	MESP2
ENSG00000186803	ENSG00000186803.3	3446	IFNA10
ENSG00000214042	ENSG00000214042.1	3444	IFNA7
ENSG00000234829	ENSG00000234829.4	3451	IFNA17
ENSG00000234818	ENSG00000234818.1		
ENSG00000223684	ENSG00000223684.1		IFNWP18
ENSG00000232138	ENSG00000232138.1		IFNWP5
ENSG00000147885	ENSG00000147885.4	3449	IFNA16
ENSG00000275245	ENSG00000275245.1		
ENSG00000228083	ENSG00000228083.2	3448	IFNA14
ENSG00000261707	ENSG00000261707.1		
ENSG00000276154	ENSG00000276154.1	3809	KIR2DS4
ENSG00000259672	ENSG00000259672.1		
ENSG00000140876	ENSG00000140876.11	283927	NUDT7
ENSG00000254380	ENSG00000254380.1		
ENSG00000253680	ENSG00000253680.1		
ENSG00000266127	ENSG00000266127.1		ZNF415P1
ENSG00000157703	ENSG00000157703.15	136306	SVOPL
ENSG00000179913	ENSG00000179913.10	10331	B3GNT3
ENSG00000266891	ENSG00000266891.1		
ENSG00000129214	ENSG00000129214.14	6462	SHBG
ENSG00000223757	ENSG00000223757.8	80737	VWA7
ENSG00000278769	ENSG00000278769.1		
ENSG00000168461	ENSG00000168461.12	11031	RAB31
ENSG00000115540	ENSG00000115540.14	25843	MOB4
ENSG00000272556	ENSG00000272556.2		GTF2IP13
ENSG00000254489	ENSG00000254489.1	105376609	
ENSG00000135519	ENSG00000135519.6	23416	KCNH3
ENSG00000066382	ENSG00000066382.16	744	MPPED2
ENSG00000171860	ENSG00000171860.4	719	C3AR1
ENSG00000224416	ENSG00000224416.2		IFNA22P
ENSG00000254739	ENSG00000254739.1		
ENSG00000147873	ENSG00000147873.5	3442	IFNA5
ENSG00000251378	ENSG00000251378.1		
ENSG00000235955	ENSG00000235955.1		CICP20
ENSG00000226838	ENSG00000226838.1		
ENSG00000226393	ENSG00000226393.1		IFNA20P
ENSG00000264350	ENSG00000264350.1		SNRPGP2
ENSG00000131148	ENSG00000131148.8	10328	EMC8
ENSG00000283613	ENSG00000283613.1		
ENSG00000174775	ENSG00000174775.16	3265	HRAS
ENSG00000264564	ENSG00000264564.1		
ENSG00000253770	ENSG00000253770.1		HMGB1P23
ENSG00000162222	ENSG00000162222.13	283237	TTC9C
ENSG00000267428	ENSG00000267428.1		
ENSG00000283247	ENSG00000283247.1		
ENSG00000284610	ENSG00000284610.1		
ENSG00000256802	ENSG00000256802.2	100130111	
ENSG00000257097	ENSG00000257097.1		CLIP1-AS1
ENSG00000255016	ENSG00000255016.1		
ENSG00000187778	ENSG00000187778.13	10445	MCRS1
ENSG00000214760	ENSG00000214760.3		RPL21P1
ENSG00000144395	ENSG00000144395.17	284992	CCDC150
ENSG00000254741	ENSG00000254741.1		
ENSG00000215908	ENSG00000215908.10	84809	CROCCP2
ENSG00000130779	ENSG00000130779.19	6249	CLIP1
ENSG00000198642	ENSG00000198642.6	55958	KLHL9
ENSG00000255480	ENSG00000255480.1		
ENSG00000162413	ENSG00000162413.16	9903	KLHL21
ENSG00000226158	ENSG00000226158.1		CLCP2
ENSG00000213149	ENSG00000213149.3		CNN2P9
ENSG00000250100	ENSG00000250100.2		
ENSG00000198824	ENSG00000198824.5	283489	CHAMP1
ENSG00000111971	ENSG00000111971.14	80741	LY6G5C
ENSG00000248099	ENSG00000248099.3	3640	INSL3
ENSG00000234658	ENSG00000234658.1		
ENSG00000251427	ENSG00000251427.1		
ENSG00000243099	ENSG00000243099.1		
ENSG00000270184	ENSG00000270184.1		
ENSG00000229723	ENSG00000229723.1		LINC01054
ENSG00000260615	ENSG00000260615.1		RPL23AP97
ENSG00000182083	ENSG00000182083.7	389090	OR6B2
ENSG00000229332	ENSG00000229332.2		PGBD4P8
ENSG00000226181	ENSG00000226181.1		
ENSG00000219703	ENSG00000219703.1		RAP1BP3
ENSG00000238242	ENSG00000238242.1		
ENSG00000178586	ENSG00000178586.5	150681	OR6B3
ENSG00000160746	ENSG00000160746.12	55129	ANO10
ENSG00000226476	ENSG00000226476.3	105378763	LINC01748
ENSG00000120235	ENSG00000120235.4	3443	IFNA6
ENSG00000231278	ENSG00000231278.1		OR9S24P
ENSG00000164465	ENSG00000164465.18	285761	DCBLD1
ENSG00000271607	ENSG00000271607.1		
ENSG00000274047	ENSG00000274047.4	11276	SYNRG
ENSG00000274376	ENSG00000274376.4		ADAMTS7P1
ENSG00000282143	ENSG00000282143.1		
ENSG00000233816	ENSG00000233816.3	3447	IFNA13
ENSG00000186301	ENSG00000186301.8		MST1P2
ENSG00000116273	ENSG00000116273.5	148479	PHF13
ENSG00000225141	ENSG00000225141.9	80863	PRRT1
ENSG00000225141	ENSG00000225141.9	100507547	PRRT1
ENSG00000283773	ENSG00000283773.1		
ENSG00000196754	ENSG00000196754.10	6273	S100A2
ENSG00000185798	ENSG00000185798.7	348793	WDR53
ENSG00000258786	ENSG00000258786.1		
ENSG00000280302	ENSG00000280302.1		
ENSG00000267069	ENSG00000267069.1		
ENSG00000256340	ENSG00000256340.8		ABCC6P1
ENSG00000214607	ENSG00000214607.2		ADAM24P
ENSG00000213759	ENSG00000213759.9	10720	UGT2B11
ENSG00000251485	ENSG00000251485.1		
ENSG00000130150	ENSG00000130150.11	158747	MOSPD2
ENSG00000237853	ENSG00000237853.6	645030	NFIA-AS1
ENSG00000278891	ENSG00000278891.1		
ENSG00000144535	ENSG00000144535.19	129563	DIS3L2
ENSG00000135116	ENSG00000135116.9	8739	HRK
ENSG00000184828	ENSG00000184828.9	201501	ZBTB7C
ENSG00000235563	ENSG00000235563.1		
ENSG00000228116	ENSG00000228116.9	9374	PPT2
ENSG00000231252	ENSG00000231252.2	101926964	
ENSG00000260550	ENSG00000260550.2		
ENSG00000236516	ENSG00000236516.1		KLF2P4
ENSG00000162383	ENSG00000162383.11	6512	SLC1A7
ENSG00000220884	ENSG00000220884.2		MESTP1
ENSG00000115762	ENSG00000115762.16	55041	PLEKHB2
ENSG00000282218	ENSG00000282218.1		
ENSG00000174013	ENSG00000174013.7	200933	FBXO45
ENSG00000162599	ENSG00000162599.15	4774	NFIA
ENSG00000219642	ENSG00000219642.2		BMPR1APS1
ENSG00000047932	ENSG00000047932.13	57120	GOPC
ENSG00000233351	ENSG00000233351.1		
ENSG00000250696	ENSG00000250696.5		
ENSG00000114626	ENSG00000114626.17	80325	ABTB1
ENSG00000196569	ENSG00000196569.11	3908	LAMA2
ENSG00000178531	ENSG00000178531.5	404217	CTXN1
ENSG00000227785	ENSG00000227785.1		
ENSG00000282764	ENSG00000282764.1		KSR1P1
ENSG00000236610	ENSG00000236610.1		SOCS5P1
ENSG00000282178	ENSG00000282178.1		IGKV1OR10-1
ENSG00000268803	ENSG00000268803.1		
ENSG00000104980	ENSG00000104980.7	10469	TIMM44
ENSG00000232234	ENSG00000232234.2		
ENSG00000234763	ENSG00000234763.1		
ENSG00000123572	ENSG00000123572.16	203447	NRK
ENSG00000196472	ENSG00000196472.4		
ENSG00000158856	ENSG00000158856.18	2039	DMTN
ENSG00000240204	ENSG00000240204.2	100287482	SMKR1
ENSG00000279296	ENSG00000279296.1		PRAL
ENSG00000132530	ENSG00000132530.16	54739	XAF1
ENSG00000114391	ENSG00000114391.12	6152	RPL24
ENSG00000166483	ENSG00000166483.10	7465	WEE1
ENSG00000274102	ENSG00000274102.1	390538	OR4M2
ENSG00000278662	ENSG00000278662.4	647042	GOLGA6L10
ENSG00000271573	ENSG00000271573.1		
ENSG00000238197	ENSG00000238197.5	100506215	PAXBP1-AS1
ENSG00000261277	ENSG00000261277.2		OR4H6P
ENSG00000043514	ENSG00000043514.15	54802	TRIT1
ENSG00000183706	ENSG00000183706.4	283694	OR4N4
ENSG00000183706	ENSG00000183706.4	105369274	OR4N4
ENSG00000119041	ENSG00000119041.10	9330	GTF3C3
ENSG00000259324	ENSG00000259324.1		OR11K1P
ENSG00000258721	ENSG00000258721.2		OR11H3P
ENSG00000258652	ENSG00000258652.3		OR4Q1P
ENSG00000259435	ENSG00000259435.2	390539	OR4N3P
ENSG00000284500	ENSG00000284500.1	101927079	
ENSG00000284308	ENSG00000284308.1	388963	C2orf81
ENSG00000149503	ENSG00000149503.12	3619	INCENP
ENSG00000267404	ENSG00000267404.1		
ENSG00000264324	ENSG00000264324.1		
ENSG00000184206	ENSG00000184206.11	643707	GOLGA6L4
ENSG00000267456	ENSG00000267456.2		
ENSG00000261356	ENSG00000261356.2		
ENSG00000047936	ENSG00000047936.10	6098	ROS1
ENSG00000284128	ENSG00000284128.1		
ENSG00000198822	ENSG00000198822.10	2913	GRM3
ENSG00000273329	ENSG00000273329.1		
ENSG00000215481	ENSG00000215481.9		BCRP3
ENSG00000284070	ENSG00000284070.1		
ENSG00000237737	ENSG00000237737.5	100189589	DCTN1-AS1
ENSG00000124786	ENSG00000124786.9	51000	SLC35B3
ENSG00000284233	ENSG00000284233.1		
ENSG00000269139	ENSG00000269139.2		
ENSG00000229224	ENSG00000229224.1		
ENSG00000223946	ENSG00000223946.1		
ENSG00000112576	ENSG00000112576.12	896	CCND3
ENSG00000229798	ENSG00000229798.1		KRT18P26
ENSG00000233155	ENSG00000233155.1		HMGA1P8
ENSG00000277585	ENSG00000277585.5	4585	MUC4
ENSG00000233073	ENSG00000233073.1		
ENSG00000271895	ENSG00000271895.2		
ENSG00000231255	ENSG00000231255.1		
ENSG00000276459	ENSG00000276459.5	3804	KIR2DL3
ENSG00000148429	ENSG00000148429.14	9712	USP6NL
